OM azonosító;Intézmény megnevezése
202194;Mosdósi Mackóvár Óvoda
202195;Zselici Magonc Óvoda
202196;Surján-Völgyi Mesevár Óvoda
202197;Mikebudai Óvoda
202198;Nagytályai Szivárvány Óvoda
202199;Gellénházi Óvoda-Bölcsőde
202200;MAKLÁRI NAPSUGÁR ÓVODA-BÖLCSŐDE
202201;Molnári Községi Horvát Nemzetiségi Óvoda
202202;Gutorföldi Játék-Vár Óvoda
202203;NAGYSZÉNÁSI ÖNKORMÁNYZATI ÓVODA
202204;KUNSZENTMÁRTONI ÁLTALÁNOS MŰVELÖDÉSI KÖZPONT
202205;Szigetbecsei Tóparti Óvoda és Minibölcsőde
202206;Kadarkúti Gyermekkert Óvoda és Mini Bölcsőde
202207;Drávamenti Óvodák, Családsegítő és Gyermekjóléti Szolgálat
202208;Tápiósági Gézengúz Óvoda és Mini Bölcsőde
202210;Leveleki Kastélykert Óvoda, Mini Bölcsőde és Konyha
202211;Besenyődi Óvoda
202212;Kutasi Micimackó Óvoda, Zsebibaba Mini Bölcsőde
202213;Belegi Pitypang Óvoda
202214;Kisbajomi Gyöngyszem Napköziotthonos Óvoda
202215;Szabási Kispipitér Napköziotthonos Óvoda
202216;Nagykorpádi Pöttömpark Napköziotthonos Óvoda
202217;LÁBODI CSICSERGŐ ÓVODA ÉS KONYHA
202218;Rinyabesenyői Napköziotthonos Óvoda
202219;Tessedik Sámuel Óvoda
202220;Herencsényi Napsugár Óvoda
202221;Zichy Márta Óvoda
202222;Beledi Általános Művelődési Központ
202223;Rábakecöli Vadgesztenye Óvoda és Mini Bölcsőde
202224;Heves Városi Óvodák és Bölcsőde
202225;BEZENYEI SZÁZSZORSZÉP ÓVODA
202226;Mátra-völgyi Óvoda és Bölcsőde
202227;Galamboki Mesevár Óvoda
202228;Ófehértói Kastélykert Református Óvoda és Családi Bölcsőde
202229;ÖKÖRITÓFÜLPÖSI GYÖNGYSZEM ÓVODA ÉS KONYHA
202230;Lőkösháza Községi Önkormányzat Óvoda-Bölcsőde
202231;Hajnal-Lenkey-Jázmin Utcai Általános Művelődési Központ
202232;Hollókői Óvoda
202233;Taktakenézi Bóbita Óvoda és Konyha
202234;ALSÓVADÁSZI NAPSUGÁR ÓVODA ÉS KONYHA
202235;GYŐRTELEKI NAPSUGÁR ÓVODA ÉS KONYHA
202236;Szabadkígyós Község Önkormányzatának Általános Művelődési Központja
202239;Szabolcsi Árpád Fejedelem Napközi Otthonos Óvoda
202240;Vajszlói Aprófalva Óvoda
202241;TABI TAKÁTS GYULA ÓVODA ÉS BÖLCSŐDE TÖBBCÉLÚ INTÉZMÉNY
202242;Sajóhídvégi Rákóczi Julianna Óvoda
202243;KISGYŐRI ÓVODA, BÖLCSŐDE ÉS KONYHA
202244;KISTOKAJI ÓVODA, BÖLCSŐDE ÉS KONYHA
202245;ZALAKAROSI ÓVODA ÉS BÖLCSŐDE
202246;Tokodaltárói Brunszvik Teréz Óvoda - Mini Bölcsőde
202248;Tündérkert Nyírtéti Óvoda, Konyha, Bölcsőde
202249;Magyarnándori Varázskert Óvoda és Bölcsőde
202250;Cserháthalápi Csemete Óvoda
202251;LITKEI ÓVODA
202252;ETESI ÓVODA
202253;Rimóci Nyulacska Óvoda
202254;Teveli Szivárvány Óvodák és Mini Bölcsőde, Konyha
202255;Ormánsági Tücsök Óvoda, Bölcsőde és Konyha
202256;Nagyrécsei Tündérkert Óvoda és Bölcsőde
202258;Izsáki Általános Művelődési Központ
202259;Villányi Kikerics Óvoda, Mini Bölcsőde és Főzőkonyha
202260;BALLÓSZÖGI CSILLAGSZEM ÓVODA
202261;TORNYOSPÁLCAI MESEKERT ÓVODA ÉS KONYHA
202262;TUZSÉRI LÓNYAY PÁLMA NAPKÖZIOTTHONOS ÓVODA ÉS KONYHA
202263;Ácsi Bóbita Óvoda
202265;HARSÁNYI HÁRSFAVIRÁG ÓVODA, BÖLCSŐDE ÉS KONYHA
202266;BÜKKÁBRÁNYI NAPSUGÁR ÓVODA BÖLCSŐDE ÉS KONYHA
202269;Kunszállási Mosolyvár Óvoda és Bölcsőde
202270;Mosoly-Vár Óvoda
202271;HIDASNÉMETI NAPKÖZI OTTHONOS ÓVODA, MINI BÖLCSŐDE ÉS KONYHA
202272;SZOMORI NAPKÖZIOTTHONOS ÓVODA
202273;Tótkomlósi Ligeti Óvoda
202275;Somogysámsoni Bernáth Aurél Általános Művelődési Központ
202276;KOMLÓSKAI RUSZIN NEMZETISÉGI ÓVODA ÉS KONYHA
202277;Borsfai Kisvuk Óvoda és Bölcsőde
202278;Zsákai Kastélykerti Általános Művelődési Központ
202279;Berekböszörményi Óvoda, Bölcsőde, Könyvtár, Konyha, Faluház, Művelődési Ház
202280;Csorvás Város Önkormányzatának Óvodája, Bölcsődéje és Mini Bölcsődéje
202281;Buji Aranyalma Óvoda, Bölcsőde és Konyha
202282;Várgesztesi Német Nemzetiségi Óvoda
202284;Hódmezővásárhely Megyei Jogú Város Önkormányzat Hódmezővásárhelyi Egyesített Óvoda
202285;Nagykapornaki Óvoda
202286;Pókaszepetki Vackor Óvoda
202288;Szerepi Kelemen Hétpettyes Óvoda és Mini Bölcsőde
202289;Dombóvári Szivárvány Óvoda és Bölcsőde
202290;Vasmegyeri Református Mesevár Óvoda
202291;Domaszéki Kincskereső Óvoda
202292;Csengelei Szivárvány Óvoda és Mini Bölcsőde
202294;LEGYESBÉNYEI ÓVODA ÉS KONYHA
202295;Alsópáhoki Szivárvány Óvoda
202296;Pákai Öveges József Óvoda-Bölcsőde
202297;Balatonszentgyörgyi Margaréta Óvoda és Csillagszem Bölcsőde
202298;Nyírcsászári-Bátorliget-Terem Községek Közös Óvoda
202302;Cserszegtomaji Pipacs Óvoda-Bölcsőde
202303;Apáczai Óvoda
202305;Szobi Napsugár Óvoda és Bölcsőde
202306;Pacsai Napsugár Óvoda
202307;Szini Csodavár Óvoda és Konyha
202308;GYÖRKÖNYI NAPSUGÁR ÓVODA ÉS KONYHA
202309;HERCEGKÚT GYÖNGYSZEM NÉMET NEMZETISÉGI ÓVODA
202310;Taktabáji "Kék Ibolya" Óvoda
202311;Ozorai Csupa Csoda Óvoda
202312;Inkei Napsugár Óvoda
202313;TISZAVÁRKONYI ÓVODA ÉS MINI BÖLCSŐDE
202314;Mezőszemerei Óvoda
202315;Erki Óvoda
202316;TISZAMOGYORÓSI TÜNDÉRKERT ÓVODA ÉS KONYHA
202317;EPERJESKEI KASTÉLYKERT ÓVODA ÉS KONYHA
202318;Kiskunhalasi Bóbita Óvoda és Bölcsőde
202319;Fehérgyarmati Eszterlánc Óvoda és Bölcsőde
202320;IGALI MARGARÉTA ÓVODA
202321;Mátyás Király Óvoda és Bölcsőde
202322;Csobaji Óvoda, Bölcsőde és Konyha
202323;Györei Kútvölgy Óvoda
202324;Riskó Ignác Óvoda
202325;VÉRTESSOMLÓI NÉMET NEMZETISÉGI ÓVODA ÉS BÖLCSŐDE
202327;Tamási Aranyerdő Óvoda és Bölcsőde
202328;Kölcsey Ferenc Általános Művelődési Központ
202329;Madarász Imre Egyesített Óvoda
202330;TÁRKÁNY-ETE KÖZÖS FENNTARTÁSÚ NAPRAFORGÓ ÓVODA, MINI BÖLCSŐDE ÉS KONYHÁJA
202331;dr. Nemere Zoltán Óvoda és Bölcsőde
202332;BALATONBOGLÁRI HÉTSZÍNVIRÁG ÓVODA ÉS BÖLCSŐDE
202333;Ordacsehi Napsugár Óvoda
202334;IHAROSBERÉNYI GESZTENYEVIRÁG ÓVODA ÉS CSIGA-BIGA BÖLCSŐDE
202335;Iharosi Kerekerdő Óvoda
202336;Pogányszentpéteri Micimackó Óvoda
202337;Ceglédberceli Általános Művelődési Központ
202338;Hidasi Szivárvány Óvoda és Bölcsőde
202339;Nádasdi Hétszínvirág Óvoda és Mini Bölcsőde
202340;PÁLMONOSTORAI NAPSUGÁR ÓVODA ÉS SZOCIÁLIS SZOLGÁLTATÓ
202341;Monoki Micimackó Óvoda, Mazsola Bölcsőde és Konyha
202342;NAGYLÓCI CSICSERGŐ ÓVODA ÉS KONYHA
202343;Szécsényi Cseperedő Óvoda és Bölcsőde
202344;Nógrádszakáli Játék Óvoda
202345;Csákánydoroszlói Harangvirág Óvoda és Bölcsőde
202346;Szentlőrinci Kistérségi Óvoda és Bölcsőde
202347;Dr. Batthyányné Coreth Mária Óvoda és Bölcsőde
202348;Cégénydányádi Óvoda
202349;Nyírbátori Kerekerdő Óvoda
202350;Iregszemcsei Nefelejcs Óvoda, Mini Bölcsőde
202351;Csemői Nefelejcs Óvoda és Mini Bölcsőde
202352;LETKÉSI CSODAVÁR ÓVODA
202353;Gyöngyösbokréta Óvoda
202354;Pécsváradi Szivárvány Német Nemzetiségi Óvoda
202356;Nyársapáti Általános Művelődési Központ
202357;Székkutasi Líbor Ilona Óvoda
202358;Andocsi Szent Ferenc Óvoda
202359;Nagyatádi Óvodák
202360;Szászvári Hársvirág Óvoda
202361;Gönci Barackvirág Napköziotthonos Óvoda, Bölcsőde és Konyha
202362;Mihályi Napfény Óvoda és Mini Bölcsőde
202363;Penészleki Micimackó Óvoda
202364;Muraszemenyei Napköziotthonos Óvoda
202365;KŐVÁGÓSZŐLŐSI ÓVODA ÉS KONYHA
202367;TERESKEI ZÖLD UDVAR ÓVODA ÉS KONYHA
202368;Söjtöri Óvoda
202369;Görcsönyi Óvoda és Mini Bölcsőde
202370;Tarpai Kiskuruc Óvoda, Bölcsőde és Konyha
202371;Pitvaros Térségi Óvoda
202372;GÉBERJÉN ÖRÖKZÖLD ÓVODA ÉS KONYHA
202373;Vonyarcvashegyi Nyitnikék Óvoda
202375;Kisteleki Óvoda, Bölcsőde és Mini Bölcsőde
202376;FECSKEPART ÓVODA ÉS BÖLCSŐDE
202377;NÓGRÁDKÖVESDI CSICSERGŐ ÓVODA ÉS MINI BÖLCSŐDE
202378;Szentpéterfai Óvoda, Mini Bölcsőde és Konyha
202379;Ormánsági Aprófalva Óvoda és Konyha
202380;LEÁNYVÁRI CSERESZNYEFA ÓVODA
202381;Göcsej Kapuja Bak Óvoda
202382;BERENTEI TÜNDÉRKERT ÓVODA
202383;IGRICI SZÁZSZORSZÉP ÓVODA ÉS BÖLCSŐDE
202384;Nagycsécsi Micimackó Óvoda
202385;VAJDÁCSKA ÓVODA ÉS MINI BÖLCSŐDE
202386;SAJÓPETRI NEFELEJCS ÓVODA ÉS BÖLCSŐDE
202387;GYÖRGYTARLÓI ÓVODA ÉS KONYHA
202388;Csurgói Városi Óvodák
202389;Látrányi Óvoda és Mini Bölcsőde
202390;Felsőszentmártoni Horvát Nemzetiségi Óvoda
202391;Kálmánházi Benedek Elek Óvoda és Bölcsőde
202392;Tiszakarádi Általános Művelődési Központ
202393;Kislétai Gyöngyszem Óvoda-Bölcsőde
202394;Pusztadobosi Óvoda, Konyha és Mini Bölcsőde
202395;TISZACSERMELYI TISZAVIRÁG ÓVODA ÉS KONYHA
202396;MEZŐTÁRKÁNYI MESEVÁR ÓVODA ÉS MINI BÖLCSŐDE
202398;MEZŐZOMBORI BÓBITA ÓVODA ÉS BÖLCSŐDE
202399;Bakonyszentlászlói Szent László Óvoda
202400;GYERMEKLÁNC ÓVODA ÉS BÖLCSŐDE, CSALÁD ÉS GYERMEKJÓLÉTI KÖZPONT
202401;Kisari Bóbita Óvoda, Bölcsőde és Konyha
202402;Pázmándfalui Napsugár Óvoda
202403;Szabolcsveresmarti Óvoda
202404;VILMÁNYI ÓVODA ÉS BÖLCSŐDE
202405;Türjei Szent László Óvoda-bölcsőde
202406;Bakonysárkányi Csukás István Óvoda
202407;RÉDE-BAKONYBÁNK KÖRZETI ÓVODA
202408;Hetvehelyi Óvoda
202409;ÁCSTESZÉRI MESEERDŐ ÓVODA ÉS BÖLCSŐDE
202410;Muhi Pöttömkert Óvoda
202411;Márianosztrai Kistücsök Óvoda
202412;Körömi Antall József Napközi Otthonos Óvoda
202413;Császári Nyitnikék Óvoda és Bölcsőde
202414;CIKÓI ÓVODA
202415;Kölesdi Mesevár Óvoda
202416;MÚCSONYI ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT, BÖLCSŐDE ÉS KONYHA
202418;Vak Bottyán Óvoda és Bölcsőde
202420;SZALKSZENTMÁRTON KÖZSÉG ÖNKORMÁNYZATA SZALKSZENTMÁRTONI BÓBITA ÓVODA ÉS MINI BÖLCSŐDE
202421;ÁROKTŐI ÓVODA ÉS KONYHA
202422;Encsi Csoda-Vár Óvoda és Bölcsőde
202423;HEJŐBÁBAI MESEVÁR ÓVODA, BÖLCSŐDE ÉS KONYHA
202424;Nagybajomi Mesevár Óvoda és Bölcsőde
202425;Sümegcsehi Lurkó Óvoda
202426;Zalaszántói Kópékuckó Óvoda és Mini Bölcsőde
202427;RÁTKAI GYERMEKKERT ÓVODA, MINI BÖLCSŐDE ÉS KONYHA
202428;SEGESDI TÜNDÉRKERT ÓVODA ÉS CSEPEREDŐK BÖLCSŐDE
202429;Jákói Óvoda
202430;Hajdúböszörményi Kincskereső Óvoda
202431;Szent Anna Római Katolikus Óvoda
202433;Pálmajori Nefelejcs Óvoda
202434;BODROGHALMI MESEPALOTA ÓVODA ÉS KONYHA
202435;BÜKKARANYOS KINCSEI BÖLCSŐDE, ÓVODA ÉS KONYHA
202437;Borsodsziráki Bartók Béla Általános Művelődési Központ
202438;Mecseknádasdi Schlossgarten Óvoda és Bölcsőde
202439;Aggteleki Óvoda és Konyha
202442;Dénesfai Rózsadomb Óvoda
202443;HENCIDAI GYERMEKMOSOLY ÓVODA
202444;Aparhanti Felhőcske Óvoda
202445;Taszári Napsugár Óvoda és Bölcsőde
202448;TUNYOGMATOLCSI ÓVODA ÉS BÖLCSŐDE
202449;NYÍRGELSEI NYITNIKÉK ÓVODA ÉS KONYHA
202450;Vésztői Négyszínvirág Óvoda és Bölcsőde
202451;Felsővadászi Óvoda és Bölcsőde
202454;VÁMOSÚJFALUI ÓVODAI, BÖLCSŐDEI, NEVELÉSI INTÉZMÉNY ÉS MŰVELŐDÉSI KÖZPONT
202455;Szeleste, Ölbő, Pósfa Községek Óvodái
202456;Gesztenyéskert Baptista Óvoda
202459;Herceghalmi Csicsergő Óvoda
202460;Tiszapalkonyai Napsugár Óvoda
202461;PUSZTAKOVÁCSI PIPITÉR ÓVODA
202462;CSEPREGI ÓVODA ÉS BÖLCSŐDE KÖZÖS IGAZGATÁSÚ KÖZNEVELÉSI INTÉZMÉNY
202463;Batthyány Lajos Általános Művelődési Központ
202464;Szalonnai Gólyafészek Óvoda
202465;Szennai Fekete László Óvoda
202467;Zebegényi Napraforgó Óvoda és Konyha
202468;Nyírkarászi Óvoda
202470;Mérki Szivárvány Óvoda és Művelődési Ház
202471;Tiszakanyári Sün Balázs Napköziotthonos Óvoda
202472;Laskodi Nefelejcs Óvoda
202474;CSAHOLCI TÁRSULÁS NAPKÖZIOTTHONOS ÓVODA ÉS KONYHA
202475;CSAPI KIS HERCEG TÉRSÉGI ÓVODA ÉS KONYHA
202476;Bükkszentkereszti Szlovák Nemzetiségi Óvoda, Bölcsőde és Konyha
202478;RAKACAI SZENT ANTAL ÓVODA ÉS KÖZPONTI KONYHA
202480;Veszprémvarsányi Fekete István Óvoda és Bölcsőde
202481;Nagyrozvágyi Általános Művelődési Központ
202482;Váckisújfalui Kisvakond Óvoda
202489;ENCSENCSI SZÁZSZORSZÉP ÓVODA ÉS KONYHA
202490;TISZABECSI NAPKÖZIOTTHONOS ÓVODA ÉS FŐZŐKONYHA
202491;Karcsai Óvoda
202492;Gyermelyi Kippkopp Napközi Otthonos Óvoda
202493;FOKTŐ KÖZSÉG ÓVODÁJA ÉS SZOCIÁLIS SZOLGÁLTATÓJA
202494;CSARODAI KÖZÖS ÓVODA ÉS MINIBÖLCSŐDE
202496;Rudabányai Bóbita Óvoda
202497;MEZŐCSÁTI NAPOCSKA ÓVODA
202498;Janikovszky Éva Óvoda és Bölcsőde
202499;RAGÁLYI ÓVODA
202500;Gelsei Szivárvány Óvoda
202501;Nyírkátai Lurkó-Kuckó Óvoda
202503;Kecel Város Önkormányzat Óvodája és Bölcsődéje
202504;PÖTTÖMKERTI ÓVODA
202506;LIGETI MIKROTÉRSÉG ÓVODÁI ÉS MINI BÖLCSŐDÉI
202507;Kesztölci Kiserdei Óvoda
202508;Úrhidai Tündérkert Óvoda és Bölcsőde
202509;Előszállási Patakparti Óvoda
202510;Monori Tesz-Vesz Óvoda
202511;Monori Napsugár Óvoda
202512;Monori Petőfi Óvoda
202514;Érsekcsanádi Napköziotthonos Óvoda és Mini Bölcsőde
202515;Kajdacsi Százszorszép Óvoda, Mini Bölcsőde és Konyha
202516;DENCSHÁZAI TÁRSULT ÓVODÁK, MINI BÖLCSŐDE ÉS KONYHA
202517;Piliscsévi "Aranykapu" Óvoda-Bölcsőde
202519;KÉTEGYHÁZI NAPSUGÁR ÓVODA
202520;Gánti Német Nemzetiségi Óvoda
202521;JÁSZDÓZSAI MOCORGÓ ÓVODA ÉS MINI BÖLCSŐDE
202522;Hantosi Gesztenyés Kert Óvoda - Mini Bölcsőde
202523;MEZŐCSOKONYAI MESEVÁR ÓVODA ÉS BÖLCSŐDE
202524;Bélmegyeri Óvoda
202525;Pázmándi Pitypang Óvoda és Bölcsőde
202526;ALATTYÁNI ÓVODA ÉS MINI BÖLCSŐDE
202527;Döbröközi Mesevilág Óvoda
202528;NAGYKÓNYI ÓVODA ÉS FŐZŐKONYHA
202529;Koroncói Tulipános Óvoda
202530;Szakályi Százszorszép Óvoda
202531;Sukorói Óvoda-Mini Bölcsőde
202532;SOLTVADKERTI ÓVODÁK ÉS BÖLCSŐDE
202533;Daruszentmiklósi Szederinda Óvoda és Mini Bölcsőde
202534;Pusztahencsei Óvoda
202535;NYIRÁDI NYITNIKÉK ÓVODA, BÖLCSŐDE ÉS KONYHA
202536;Versendi Óvoda
202537;EGYHÁZASKOZÁRI ÓVODA, MINI BÖLCSŐDE ÉS KONYHA
202538;Bátyai Óvoda és Bölcsőde
202539;PÉLYI ÓVODA ÉS KONYHA
202540;Sajónémeti Napköziotthonos Óvoda
202541;Muronyi Önkormányzati Óvoda
202542;PUSZTAMONOSTORI TÜNDÉRKERT ÓVODA, MINI BÖLCSŐDE ÉS KONYHA
202543;Erdőtarcsai Kerekerdő Óvoda
202545;Meseház Óvoda Balsa
202546;Sajóörösi Hétszínvirág Napköziotthonos Óvoda
202548;SZAKMÁR KÖZSÉG ÓVODÁJA ÉS SZOCIÁLIS ÉTKEZŐJE
202549;DOMAHÁZI ÓVODA
202551;RÖSZKEI SZÁZHOLDAS PAGONY ÓVODA ÉS ZSEBIBABA BÖLCSŐDE
202553;IGARI CSIPET ÓVODA
202554;Makádi Hóvirág Óvoda és Minibölcsőde
202555;Körösújfalui Meseerdő Óvoda, Mini Bölcsőde és Konyha
202556;TISZASZENTIMREI NAPSUGÁR ÓVODA
202557;TISZAKESZI HÉTSZÍNVIRÁG ÓVODA
202558;Szivárvány Óvoda Véménd
202559;KAJÁSZÓI GYÖNGYSOR ÓVODA
202560;Nyírmeggyes Község Önkormányzat Nyitnikék Óvodája és Konyhája
202561;Fábiánsebestyéni Arany János Óvoda, Közművelődési Intézmény és Könyvtár
202562;KISSZEKERESI CSUPASZÍV KÖRZETI ÓVODA
202563;TISZAESZLÁRI ÓVODA ÉS KONYHA
202564;CIGÁNDI TÜNDÉRKERT ÓVODA ÉS BÖLCSŐDE
202565;PAKODI SZIVÁRVÁNY ÓVODA-BÖLCSŐDE
202566;VÁNCSODI MESEVILÁG ÓVODA
202567;Aranyfürt Óvoda és Mini Bölcsőde
202568;KICSI VAGYOK ÉN NAPKÖZIOTTHONOS ÓVODA
202570;ÉRSEKHALMI NÉMET NEMZETISÉGI ÓVODA
202571;NÓGRÁDMEGYERI NAPSUGÁR ÓVODA ÉS MINI BÖLCSŐDE
202572;ÖREGCSERTŐ KÖZSÉG ÓVODÁJA
202573;KISAPOSTAGI MOSOLYKERT ÓVODA
202574;SÁRSZENTÁGOTAI MESEERDŐ ÓVODA
202575;JÁSZTELEKI SZÁZSZORSZÉP ÓVODA ÉS BÖLCSŐDE
202576;PLATÁNFA ÓVODA ÉS KONYHA
202577;Ravazdi Nyitnikék Óvoda és Bölcsőde
202578;ZALAGYÖMÖRŐI CIFRAPALOTA ÓVODA
202579;SZABOLCSBÁKAI HÁRSFA ÓVODA ÉS KONYHA
202580;Nyírvasvári Óvoda, Konyha és Bölcsőde
202581;DUNAFALVI KATICA NAPKÖZIOTTHONOS ÓVODA
202583;GÁTÉRI LIGET ÓVODA ÉS SZOCIÁLIS SZOLGÁLTATÓ
202584;NAGYKARÁCSONYI ÖRÖKZÖLD ÓVODA
202585;ECSEGFALVI ÓVODA
202586;HALIMBAI HÁRSFA ÓVODA, MINI BÖLCSŐDE ÉS KONYHA
202587;IZSÓFALVAI SZIVÁRVÁNY ÓVODA
202588;Palotabozsoki Óvoda és Családi Bölcsőde
202589;ZICHY GÉZA ÓVODA
202590;Kék-Sziget Óvoda és Bölcsőde
202592;BORJÁDI ÓVODA
202593;NAGYNYÁRÁDI ÓVODA
202594;KUNTICH ETELKA NAPKÖZIOTTHONOS ÓVODA
202595;NÉMETKÉRI SZIVÁRVÁNY ÓVODA
202596;MADARASI SZIVÁRVÁNY ÓVODA
202597;Mozsgói Óvoda és Konyha
202598;DUNAHARASZTI HÉTSZÍNVIRÁG ÓVODA
202600;PETŐFISZÁLLÁSI CSICSERGŐ ÓVODA
202601;RÖJTÖKMUZSAJI AKÁCVIRÁG ÓVODA ÉS KONYHA
202602;EGYHÁZASDENGELEGI ÓVODA
202603;POGÁNYI ÓVODA
202604;Tálentum Református Óvoda-Bölcsőde
202606;SÁPI ÓVODA
202607;Szemerei Mesekastély Óvoda és Főzőkonyha
202609;Fészek Német Nemzetiségi Óvoda és  Mini Bölcsőde
202610;NAGYSÁPI NAPSUGÁR ÓVODA
202611;TENGELIC TERMÉSZETVÉDŐ ÓVODA
202612;Vokányi Óvoda és Konyha
202613;HOMOKMÉGY KÉKNEFELEJCS ÓVODA
202614;VISZNEKI ÓVODA ÉS KONYHA
202615;Fülöpjakabi Napsugár Óvoda és Bölcsőde
202616;FÜZESABONYI HÉTSZÍNVIRÁG ÓVODA ÉS BÖLCSŐDE
202617;Németh József Óvoda, Mini Bölcsőde és Konyha
202619;PECÖLI BÓBITA MŰVÉSZETI ÓVODA
202620;KAPOLYI ÓVODA
202622;RÁCKERESZTÚRI MOSOLY ÓVODA
202623;MEZŐKOMÁROMI SIÓPARTI ÓVODA
202624;VárLak Óvoda-Bölcsőde
202625;HÁROMFAI TARKARÉT ÓVODA ÉS KONYHA
202626;CIRÁKI MESERÉT ÓVODA
202627;Napraforgó Óvoda, Bölcsőde és Konyha
202628;Kaposfői Napsugár Óvoda és Mini Bölcsőde
202629;Csávolyi Napközi Otthonos Óvoda és Bölcsőde
202630;Abai Hétszínvirág Óvoda és Bölcsőde
202631;VÉCSI KISVAKOND ÓVODA
202632;KISKORPÁDI SZIVÁRVÁNYPALOTA ÓVODA
202633;Püspökhatvani Eszterlánc Óvoda és Bölcsőde
202634;BAKONYSZENTKIRÁLYI KEREKERDŐ ÓVODA
202635;VÉRTESTOLNAI KATICABOGÁR NÉMET NEMZETISÉGI ÓVODA
202636;HÉREGI MESEVÁR ÓVODA
202637;NYŐGÉRI CSICSERGŐ ÓVODA
202638;ZALAVÁRI ÓVODA
202639;NAGYGYIMÓTI MESEVILÁG ÓVODA
202640;SZENTIVÁNI ÓVODA
202641;GYŐRI MOSOLYVÁR ÓVODA
202642;GYÁRVÁROSI ÓVODA
202643;BISINGER ÓVODA
202644;MÁRVÁNY ÓVODA
202645;Szerencsi Óvoda és Bölcsőde
202646;TISZASÜLYI VACKOR ÓVODA ÉS KONYHA
202647;Fertőendrédi Ikva- Gyöngye Óvoda és Mini Bölcsőde
202648;NÁGOCSI HÉTSZÍNVIRÁG ÓVODA
202649;BÁZAKERETTYEI ÓVODA
202650;CSESZTREGI TÜNDÉRKERT ÓVODA
202652;KOVÁCS MARGIT ÓVODA
202653;PORVAI NEFELEJCS NÉMET NEMZETISÉGI ÓVODA
202654;ZALAISTVÁNDI EPERKE ÓVODA
202655;VISSI ÓVODA ÉS KONYHA
202656;SZATMÁRCSEKEI KÖLCSEY FERENC ÓVODA ÉS BÖLCSŐDE
202657;DUNASZEKCSŐI ÓVODA ÉS KONYHA
202658;TISZALADÁNYI FECSKEFÉSZEK ÓVODA
202660;Galgagyörki Liget Óvoda
202661;NEMESBIKKI NEFELEJCS ÓVODA ÉS KONYHA
202662;TÉSI NAPSUGÁR ÓVODA
202664;VÁROSLŐDI NÉMET NEMZETISÉGI ÓVODA
202665;Magyarpolányi Német Nemzetiségi Óvoda és Mini Bölcsőde
202666;CSERNELYI ÓVODA
202668;BAJNAI CSICSERGŐ ÓVODA ÉS BÖLCSŐDE
202669;BÁRÁNDI NAPSUGÁR ÓVODA
202671;HETESI MESE-VÁR ÓVODA
202672;Rémi Szivárvány Óvoda és Bölcsőde
202673;Manóvár Óvoda és Minibölcsőde
202675;MAKKOSHOTYKAI ÓVODA ÉS KONYHA
202677;APRAJA-FALVA ÓVODA ÉS BÖLCSŐDE
202678;PAPI CSEMETEKERT ÓVODA, BÖLCSŐDE ÉS KONYHA
202679;SÁLYI HÉTSZÍNVIRÁG ÓVODA ÉS KONYHA
202680;ATTALAI APRÓK HÁZA ÓVODA
202681;Mezőnyárádi Óvoda Bölcsőde és Konyha
202682;Jászfelsőszentgyörgyi Óvoda és Bölcsőde
202683;CSERÉPFALUI NAPKÖZIOTTHONOS ÓVODA ÉS KONYHA
202684;BUDAÖRSI MÁKSZEM ÓVODA
202685;VATTAI TÜNDÉRKERT ÓVODA ÉS KONYHA
202686;BUDAÖRSI KINCSKERESŐ ÓVODA
202687;KOMORÓI MOSOLYSZIGET ÓVODA ÉS KONYHA
202689;Győrújfalui Vadvirág Óvoda és Bölcsőde
202690;Tápiószentmártoni Napsugár Óvoda és Bölcsőde
202691;Orgonácska Alapítványi Óvoda
202692;NAGYDOBSZAI ÓVODA, BÖLCSŐDE ÉS KONYHA
202693;NADAPI KEREKERDŐ ÓVODA
202694;Pusztaszentlászlói Óvoda-Bölcsőde
202695;CSAPODI KEREKERDŐ ÓVODA
202696;BÁBONYMEGYERI NAPSUGÁR ÓVODA
202697;Szőlőfürt Református Óvoda
202699;Tiszta Forrás Waldorf Általános Iskola, Gimnázium, Alapfokú Művészeti Iskola és Óvoda
202700;Ficak Magánóvoda
202701;BAKONYBÉLI SZENT GELLÉRT NAPKÖZIOTTHONOS ÓVODA
202702;NAGYRÉVI TÜNDÉRKERT ÓVODA ÉS KONYHA
202703;Szederinda Óvoda és Konyha
202704;Kápolnásnyéki Napsugár Óvoda és Bölcsőde
202706;KUNCSORBAI INTÉZMÉNYFENNTARTÓ ÖNKORMÁNYZATI TÁRSULÁS ÓVODÁJA
202707;Bükkzsérci Napköziotthonos Óvoda és Konyha
202708;Kaposszekcsői Csillagvirág Óvoda és Bölcsőde
202709;Zalaapáti Csupa Csoda Óvoda és Mini Bölcsőde
202710;Eszterház Néphagyomány Éltető Óvoda
202711;Mátrai Önkormányzati Társulás Óvodája és Bölcsődéje
202712;KECSKÉDI NÉMET NEMZETISÉGI ÓVODA ÉS BÖLCSŐDE
202713;SZÁKSZENDI KISKUCKÓ NAPKÖZI OTTHONOS ÓVODA
202714;MEZŐNAGYMIHÁLYI MESEVÁR ÓVODA ÉS KONYHA
202715;Aprófalva Óvoda Várvölgy
202716;Dadi Nefelejcs Óvoda és Mini Bölcsőde
202717;Csillagberek Waldorf Általános Iskola, Gimnázium és Alapfokú Művészeti Iskola
